TENTATIVE LIST OF INSTITUTES AND INTAKE 2026-27
1. नवीन पाठ्यक्रमों/संस्थाओं की जानकारी, विश्‍वविद्यालय की संबद्धता/ए.एफ़.आर.सी. द्वारा प्राप्त फीस निर्धारण के दस्तावेज उपलब्ध कराने के उपरांत ही प्रदर्शित होगी |
2. प्रवेश क्षमता में वृद्धि की जानकारी, विश्‍वविद्यालय की संबद्धता के दस्तावेज उपलब्ध कराने के उपरांत ही प्रदर्शित होगी |
3. संस्थाएं पॉर्टल पर प्रदर्शित जानकारी का अवलोकन कर जानकारी में किसी भी प्रकार की त्रुटि को विभाग के संज्ञान में लाकर यथा संशोधन करवाना सुनिश्चित करें|
S. No.	College ID	Institute Name	Branch	Intake	10% in BE and BPHARM of Last Year Intake	First year vacancy of 2025	Institute Type	AICTE Code	Remark	AFRC/Govt. Fee Status	University
730	0195	TECHNOCRATS INSTITUTE OF TECHNOLOGY, BHOPAL (2000)	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE)	12	12	 	PRIVATE	1-8726441	 	 	RGPV,BHOPAL
731	0195	TECHNOCRATS INSTITUTE OF TECHNOLOGY, BHOPAL (2000)	COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE)	18	18	 	PRIVATE	1-8726441	 	 	RGPV,BHOPAL
732	0195	TECHNOCRATS INSTITUTE OF TECHNOLOGY, BHOPAL (2000)	COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	24	24	 	PRIVATE	1-8726441	 	 	RGPV,BHOPAL
733	0195	TECHNOCRATS INSTITUTE OF TECHNOLOGY, BHOPAL (2000)	Electronics and Communication Engineering	6	6	 	PRIVATE	1-8726441	 	 	RGPV,BHOPAL
734	0195	TECHNOCRATS INSTITUTE OF TECHNOLOGY, BHOPAL (2000)	Electrical & Electronics Engineering	6	6	 	PRIVATE	1-8726441	 	 	RGPV,BHOPAL
735	0195	TECHNOCRATS INSTITUTE OF TECHNOLOGY, BHOPAL (2000)	Information Technology	12	12	 	PRIVATE	1-8726441	 	 	RGPV,BHOPAL
736	0195	TECHNOCRATS INSTITUTE OF TECHNOLOGY, BHOPAL (2000)	Mechanical Engineering	6	6	 	PRIVATE	1-8726441	 	 	RGPV,BHOPAL
737	0197	TECHNOCRATS INSTITUTE OF TECHNOLOGY-COMPUTER SCIENCE AND ENGINEERING, BHOPAL (FORMERLY TECHNOCRATES INSTITUTE OF TECHNOLOGY-ADVANCE, BHOPAL (2008))	Civil Engineering	6	6	 	Private	1-9460541	 	 	RGPV,BHOPAL
738	0197	TECHNOCRATS INSTITUTE OF TECHNOLOGY-COMPUTER SCIENCE AND ENGINEERING, BHOPAL (FORMERLY TECHNOCRATES INSTITUTE OF TECHNOLOGY-ADVANCE, BHOPAL (2008))	Computer Science and Engineering	18	18	 	PRIVATE	1-9460541	 	 	RGPV,BHOPAL
739	0197	TECHNOCRATS INSTITUTE OF TECHNOLOGY-COMPUTER SCIENCE AND ENGINEERING, BHOPAL (FORMERLY TECHNOCRATES INSTITUTE OF TECHNOLOGY-ADVANCE, BHOPAL (2008))	COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	6	6	 	PRIVATE	1-9460541	 	 	RGPV,BHOPAL
740	1018	Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)	Civil Engineering	6	6	 	Private	1-478226261	 	 	RGPV,BHOPAL
741	1018	Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)	Computer Science and Engineering	9	9	 	Private	1-478226261	 	 	RGPV,BHOPAL
742	1018	Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)	Electronics and Communication Engineering	3	3	 	Private	1-478226261	 	 	RGPV,BHOPAL
743	1018	Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)	Electrical Engineering	3	3	 	Private	1-478226261	 	 	RGPV,BHOPAL
744	1018	Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)	Mechanical Engineering	6	6	 	Private	1-478226261	 	 	RGPV,BHOPAL
745	0202	Truba Institute of Engineering & Information Technology, Bhopal (2001)	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	6	6	 	Private	1-5511241	 	 	RGPV,BHOPAL
746	0202	Truba Institute of Engineering & Information Technology, Bhopal (2001)	Civil Engineering	6	6	 	Private	1-5511241	 	 	RGPV,BHOPAL
747	0202	Truba Institute of Engineering & Information Technology, Bhopal (2001)	Computer Science and Engineering	18	18	 	PRIVATE	1-5511241	 	 	RGPV,BHOPAL
748	0202	Truba Institute of Engineering & Information Technology, Bhopal (2001)	Electronics and Communication Engineering	6	6	 	PRIVATE	1-5511241	 	 	RGPV,BHOPAL
749	0202	Truba Institute of Engineering & Information Technology, Bhopal (2001)	Electrical & Electronics Engineering	3	3	 	PRIVATE	1-5511241	 	 	RGPV,BHOPAL
750	0202	Truba Institute of Engineering & Information Technology, Bhopal (2001)	Information Technology	3	3	 	PRIVATE	1-5511241	 	 	RGPV,BHOPAL
751	0202	Truba Institute of Engineering & Information Technology, Bhopal (2001)	Mechanical Engineering	3	3	 	PRIVATE	1-5511241	 	 	RGPV,BHOPAL
752	0204	UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG. COLLEGE ESTB. IN 1966)	Chemical Engineering	6	6	 	Government Autonomous	1-17122811	 	 	RGPV,BHOPAL
753	0204	UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG. COLLEGE ESTB. IN 1966)	Civil Engineering	3	3	 	Government Autonomous	1-17122811	 	 	RGPV,BHOPAL
754	0204	UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG. COLLEGE ESTB. IN 1966)	Computer Science and Engineering	6	6	 	Government Autonomous	1-17122811	 	 	RGPV,BHOPAL
755	0204	UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG. COLLEGE ESTB. IN 1966)	Electronics and Communication Engineering	6	6	 	Government Autonomous	1-17122811	 	 	RGPV,BHOPAL
756	0204	UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG. COLLEGE ESTB. IN 1966)	Electrical Engineering	6	6	 	Government Autonomous	1-17122811	 	 	RGPV,BHOPAL
757	0204	UJJAIN ENGINEERING COLLEGE (FORMERLY GOVT. ENGG. COLLEGE ESTB. IN 1966)	Mechanical Engineering	6	6	 	Government Autonomous	1-17122811	 	 	RGPV,BHOPAL
758	0023	University Institute of Technology Barkatullah University, Bhopal (1997)	Civil Engineering	36	6	30	University Owned	1-6049211	 	 	BU,BHOPAL
759	0023	University Institute of Technology Barkatullah University, Bhopal (1997)	Computer Science and Engineering	14	12	2	University Owned	1-6049211	 	 	BU,BHOPAL
760	0023	University Institute of Technology Barkatullah University, Bhopal (1997)	Electronics and Communication Engineering	30	6	24	University Owned	1-6049211	 	 	BU,BHOPAL
761	0023	University Institute of Technology Barkatullah University, Bhopal (1997)	Electrical & Electronics Engineering	21	3	18	University Owned	1-6049211	 	 	BU,BHOPAL
762	0023	University Institute of Technology Barkatullah University, Bhopal (1997)	Information Technology	35	12	23	University Owned	1-6049211	 	 	BU,BHOPAL
763	0023	University Institute of Technology Barkatullah University, Bhopal (1997)	Mechanical Engineering	53	6	47	University Owned	1-6049211	 	 	BU,BHOPAL
764	0203	University Institute of Technology RGPV, Bhopal (1986)	Automobile Engineering	24	6	18	University Owned	1-10850721	 	 	RGPV,BHOPAL
765	0203	University Institute of Technology RGPV, Bhopal (1986)	Civil Engineering	6	6	 	University Owned	1-10850721	 	 	RGPV,BHOPAL
766	0203	University Institute of Technology RGPV, Bhopal (1986)	Computer Science and Engineering	12	12	 	University Owned	1-10850721	 	 	RGPV,BHOPAL
767	0203	University Institute of Technology RGPV, Bhopal (1986)	Electronics and Communication Engineering	12	12	 	University Owned	1-10850721	 	 	RGPV,BHOPAL
768	0203	University Institute of Technology RGPV, Bhopal (1986)	Electrical & Electronics Engineering	6	6	 	University Owned	1-10850721	 	 	RGPV,BHOPAL
769	0203	University Institute of Technology RGPV, Bhopal (1986)	Information Technology	6	6	 	University Owned	1-10850721	 	 	RGPV,BHOPAL
770	0203	University Institute of Technology RGPV, Bhopal (1986)	Mechanical Engineering	6	6	 	University Owned	1-10850721	 	 	RGPV,BHOPAL
771	0203	University Institute of Technology RGPV, Bhopal (1986)	Petrochemical Technology	50	6	44	University Owned	1-10850721	 	 	RGPV,BHOPAL
772	2060	UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI	Civil Engineering	24	6	18	UNIVERSITY OWNED	1-7161797003	 	 	RGPV,BHOPAL
773	2060	UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI	Computer Science and Engineering	6	6	 	UNIVERSITY OWNED	1-7161797003	 	 	RGPV,BHOPAL
774	2060	UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI	Electrical & Electronics Engineering	21	6	15	UNIVERSITY OWNED	1-7161797003	 	 	RGPV,BHOPAL
775	2060	UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI	Mechanical Engineering	6	6	 	UNIVERSITY OWNED	1-7161797003	 	 	RGPV,BHOPAL
776	1043	UNIVERSITY INSTITUTE OF TECHNOLOGY, SHAHDOL (CONSTITUENT COLLEGE OF RGPV)* (2015)	Mechanical Engineering	6	6	 	University Owned	RGPV-14014	 	 	RGPV,BHOPAL
777	1043	UNIVERSITY INSTITUTE OF TECHNOLOGY, SHAHDOL (CONSTITUENT COLLEGE OF RGPV)* (2015)	MINING Eng	6	6	 	University Owned	RGPV-14014	 	 	RGPV,BHOPAL
778	1010	Vaishnavi Institutes of Technology and Science, Raisen (2010)	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	6	6	 	Private	1-1344171	 	 	RGPV,BHOPAL
779	1010	Vaishnavi Institutes of Technology and Science, Raisen (2010)	Civil Engineering	3	3	 	Private	1-1344171	 	 	RGPV,BHOPAL
780	1010	Vaishnavi Institutes of Technology and Science, Raisen (2010)	Computer Science and Engineering	18	18	 	PRIVATE	1-1344171	 	 	RGPV,BHOPAL
781	1010	Vaishnavi Institutes of Technology and Science, Raisen (2010)	Electrical Engineering	3	3	 	PRIVATE	1-1344171	 	 	RGPV,BHOPAL
782	1010	Vaishnavi Institutes of Technology and Science, Raisen (2010)	Mechanical Engineering	6	6	 	PRIVATE	1-1344171	 	 	RGPV,BHOPAL
783	0206	Vidhyapeeth Institute of Science & Technology, Bhopal (2009)	Civil Engineering	6	6	 	Private	1-5186471	 	 	RGPV,BHOPAL
784	0206	Vidhyapeeth Institute of Science & Technology, Bhopal (2009)	Computer Science and Engineering	6	6	 	PRIVATE	1-5186471	 	 	RGPV,BHOPAL
785	0206	Vidhyapeeth Institute of Science & Technology, Bhopal (2009)	COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	6	6	 	PRIVATE	1-5186471	 	 	RGPV,BHOPAL
786	0206	Vidhyapeeth Institute of Science & Technology, Bhopal (2009)	Electronics and Communication Engineering	3	3	 	PRIVATE	1-5186471	 	 	RGPV,BHOPAL
787	0206	Vidhyapeeth Institute of Science & Technology, Bhopal (2009)	Electrical & Electronics Engineering	6	6	 	PRIVATE	1-5186471	 	 	RGPV,BHOPAL
788	0206	Vidhyapeeth Institute of Science & Technology, Bhopal (2009)	Mechanical Engineering	9	9	 	PRIVATE	1-5186471	 	 	RGPV,BHOPAL
789	0210	Vikrant Institute of Technology & Management Indore (2007)	Civil Engineering	6	6	 	PRIVATE	1-10092973	 	 	RGPV,BHOPAL
790	0210	Vikrant Institute of Technology & Management Indore (2007)	Computer Science and Engineering	9	9	 	PRIVATE	1-10092973	 	 	RGPV,BHOPAL
791	0210	Vikrant Institute of Technology & Management Indore (2007)	Electronics and Communication Engineering	3	3	 	PRIVATE	1-10092973	 	 	RGPV,BHOPAL
792	0210	Vikrant Institute of Technology & Management Indore (2007)	Electrical & Electronics Engineering	6	6	 	PRIVATE	1-10092973	 	 	RGPV,BHOPAL
793	0210	Vikrant Institute of Technology & Management Indore (2007)	Fire Tech & Safety	6	6	 	private	1-10092973	 	 	RGPV,BHOPAL
794	0210	Vikrant Institute of Technology & Management Indore (2007)	Information Technology	3	3	 	PRIVATE	1-10092973	 	 	RGPV,BHOPAL
795	0210	Vikrant Institute of Technology & Management Indore (2007)	Mechanical Engineering	6	6	 	PRIVATE	1-10092973	 	 	RGPV,BHOPAL
796	0213	VINDHYA INSTITUTE OF TECHNOLOGY & SCIENCE, SATNA (2002)	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	6	6	 	PRIVATE	1-5872421	 	 	RGPV,BHOPAL
797	0213	VINDHYA INSTITUTE OF TECHNOLOGY & SCIENCE, SATNA (2002)	Computer Science and Engineering	12	12	 	PRIVATE	1-5872421	 	 	RGPV,BHOPAL
798	0213	VINDHYA INSTITUTE OF TECHNOLOGY & SCIENCE, SATNA (2002)	Electrical Engineering	6	6	 	PRIVATE	1-5872421	 	 	RGPV,BHOPAL
799	0213	VINDHYA INSTITUTE OF TECHNOLOGY & SCIENCE, SATNA (2002)	Mechanical Engineering	6	6	 	PRIVATE	1-5872421	 	 	RGPV,BHOPAL
800	0214	VNS GROUP OF INSTITUTIONS, BHOPAL (2006)	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	6	6	 	PRIVATE	1-419705601	 	 	RGPV,BHOPAL
801	0214	VNS GROUP OF INSTITUTIONS, BHOPAL (2006)	Civil Engineering	6	6	 	PRIVATE	1-419705601	 	 	RGPV,BHOPAL
802	0214	VNS GROUP OF INSTITUTIONS, BHOPAL (2006)	Computer Science and Engineering	9	9	 	PRIVATE	1-419705601	 	 	RGPV,BHOPAL
803	0214	VNS GROUP OF INSTITUTIONS, BHOPAL (2006)	Electronics and Communication Engineering	3	3	 	PRIVATE	1-419705601	 	 	RGPV,BHOPAL
804	0214	VNS GROUP OF INSTITUTIONS, BHOPAL (2006)	Electrical & Electronics Engineering	6	6	 	PRIVATE	1-419705601	 	 	RGPV,BHOPAL
805	0214	VNS GROUP OF INSTITUTIONS, BHOPAL (2006)	Mechanical Engineering	6	6	 	PRIVATE	1-419705601	 	 	RGPV,BHOPAL
806	0214	VNS GROUP OF INSTITUTIONS, BHOPAL (2006)	MINING Eng	6	6	 	PRIVATE	1-419705601	 	 	RGPV,BHOPAL
Branch List
AEIE - Applied Electronics & Instrumentation	AERO - AERONAUTICAL	AERONAUTICAL - AERONAUTICAL	AG - AGRICULTURAL ENGINEERING
AGE - AGRICULTURE ENGINEERING	AGRITECH - Agri. Tech.	AI - ARTIFICIAL INTELLIGENCE	AIADS - ARTIFICIAL INTELLIGENCE AND DATA SCIENCE
AIAIDS - Artificial Intelligence (AI) and Data Science	AIML - ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	AIR - ARTIFICIAL INTELLIGENCE AND ROBOTICS	AME - AIRCRAFT MAINTENANCE ENGINEERING
ARE - AUTOMATION AND ROBOTICS	AUTO - Automobile Engineering	BEIL - Biomedical Engineering (Indian Language-Hindi)	BIO-TECHNOLOGY - BIO-TECHNOLOGY
BM - Bio-Medical Engineering	BT - Bio-Technology	CE - Civil Engineering	CEng - Computer Engineering
CEWCA - CIVIL ENGINEERING WITH COMPUTER APPLICATION	CHEM - Chemical Engineering	CIVIL - Civil Engineering	CMPS - COMPUTER SCIENCE
COMP - Computer	CRE - Civil & Rural Engg.	CSBS - COMPUTER SCIENCE AND BUSINESS SYSTEM	CSD - Computer Science and Design
CSE - Computer Science and Engineering	CSEAI - COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE)	CSEAIADS - COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE)	CSEAIDS - COMPUTER SCIENCE & ENGINEERING (With Spl in Artificial Intelligence & Data Science)
CSEBC - COMPUTER SCIENCE AND ENGINEERING (BLOCK CHAIN)	CSECS - COMPUTER SCIENCE AND ENGINEERING(CYBER SECURITY)	CSEDS - COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE)	CSEIL - Computer Science and Engineering-Indian language (Hindi)
CSEIML - COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	CSEIOT - COMPUTER SCIENCE AND ENGINEERING(IOT)	CSEIT - COMPUTER SCIENCE AND ENGINEERING (INTERNET OF THINGS)	CSEITCS - COMPUTER SCIENCE AND ENGINEERING(INTERNET OF THINGS AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY)
CSERC - Computer Science & Engineering (Regional Courses)	CSIT - Computer Science and Information Technology	CST - Computer Science and Technology	CYSEC - CYBER SECURITY
DAG - 3D ANIMATION & GRAPHICS	DS - DATA SCIENCE	EACE - ELECTRICAL AND COMPUTER ENGINEERING	EAME - ELECTRICAL AND MECHANICAL ENGINEERING
EAPE - ELECTRICAL AND POWER ENGINEERING	EC - Electronics and Communication Engineering	ECACT - Electronics and Communication (Advanced Communication Technology)	ECOMME - Electronics and Computer Engineering
ECS - ELECTRONICS AND COMPUTER SCIENCE	EE - Electrical Engineering	EEIOT - ELECTRICAL ENGINEERING (INTERNET OF THINGS)	EEVDT - ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY)
EI - Electronics & Instrumentation	EL - Electronics	ELECT ELEX - Electrical & Electronics Engineering	Electronics and Telecommunications - Electronics and Telecommunications
ET - Electronics and Telecommunications	EV - ELECTRIC VEHICLES	EX - Electronics	FIRE - Fire Technology
FOOD - Food Technology	FTFTS - FIRE TECHNOLOGY/ Fire Tech & Safety	FTS - Fire Tech & Safety	IEM - Industrial Engineering and Management
INOT - INTERNET OF THINGS(IOT)	IOT - INTERNET OF THINGS	IP - Industrial & Production Engineering	IT - Information Technology
ITAIAR - INFORMATION TECHNOLOGY(ARTIFICIAL INTELLIGENCE AND ROBOTICS)	ITIOT - INFORMATION TECHNOLOGY (INTERNET OF THINGS(IOT))	LG - LOGISTICS	MAC - MATHEMATICS AND COMPUTING
MECH - Mechanical Engineering	MINING - MINING Eng	MMP - MINING AND MINERAL PROCESSING	MTENG - MECHATRONICS ENGINEERING
OT - OTHER	PCE - PCE	PCT - Petrochemical Technology	PHARMA - PHARMA
PMT - PLASTIC MOULD TECHNOLOGY	PRO - PRODUCTION	PRODUCTION - PRODUCTION Engg	RAM - ROBOTICS AND MECHATRONICS
SFE - Safety and Fire Engineering	TX - Textile Technology
